Date,USD/TWD close
8-Jul-15,31.035
9-Jul-15,31.063
10-Jul-15,31.027
13-Jul-15,31.07
14-Jul-15,31.015
15-Jul-15,31.105
16-Jul-15,31.07
17-Jul-15,31.122
20-Jul-15,31.235
21-Jul-15,31.18
22-Jul-15,31.225
23-Jul-15,31.285
24-Jul-15,31.481
27-Jul-15,31.593
28-Jul-15,31.403
29-Jul-15,31.485
30-Jul-15,31.573
31-Jul-15,31.66
3-Aug-15,31.7
4-Aug-15,31.678
5-Aug-15,31.713
6-Aug-15,31.608
7-Aug-15,31.66
10-Aug-15,31.594
11-Aug-15,32.175
12-Aug-15,32.17
13-Aug-15,32.16
14-Aug-15,32.175
17-Aug-15,32.436
18-Aug-15,32.461
19-Aug-15,32.46
20-Aug-15,32.568
21-Aug-15,32.675
24-Aug-15,33.012
25-Aug-15,32.454
26-Aug-15,32.472
27-Aug-15,32.28
28-Aug-15,32.358
31-Aug-15,32.501
1-Sep-15,32.428
2-Sep-15,32.46
3-Sep-15,32.495
4-Sep-15,32.684
7-Sep-15,32.769
8-Sep-15,32.65
9-Sep-15,32.495
10-Sep-15,32.358
11-Sep-15,32.43
14-Sep-15,32.49
15-Sep-15,32.5
16-Sep-15,32.475
17-Sep-15,32.385
18-Sep-15,32.314
21-Sep-15,32.666
22-Sep-15,32.919
23-Sep-15,32.997
24-Sep-15,33.105
25-Sep-15,33.121
28-Sep-15,33.154
29-Sep-15,33.04
30-Sep-15,32.993
1-Oct-15,32.8
2-Oct-15,32.725
5-Oct-15,32.468
6-Oct-15,32.594
7-Oct-15,32.475
8-Oct-15,32.37
9-Oct-15,32.288
12-Oct-15,32.33
13-Oct-15,32.526
14-Oct-15,32.325
15-Oct-15,31.955
16-Oct-15,32.213
19-Oct-15,32.486
20-Oct-15,32.354
21-Oct-15,32.47
22-Oct-15,32.442
23-Oct-15,32.479
26-Oct-15,32.375
27-Oct-15,32.469
28-Oct-15,32.621
29-Oct-15,32.535
30-Oct-15,32.457
2-Nov-15,32.45
3-Nov-15,32.45
4-Nov-15,32.431
5-Nov-15,32.465
6-Nov-15,32.731
9-Nov-15,32.755
10-Nov-15,32.743
11-Nov-15,32.665
12-Nov-15,32.71
13-Nov-15,32.845
16-Nov-15,32.81
17-Nov-15,32.8
18-Nov-15,32.798
19-Nov-15,32.479
20-Nov-15,32.51
23-Nov-15,32.65
24-Nov-15,32.461
25-Nov-15,32.504
26-Nov-15,32.535
27-Nov-15,32.709
30-Nov-15,32.71
1-Dec-15,32.612
2-Dec-15,32.805
3-Dec-15,32.716
4-Dec-15,32.736
7-Dec-15,32.894
8-Dec-15,32.927
9-Dec-15,32.883
10-Dec-15,32.739
11-Dec-15,33.058
14-Dec-15,32.895
15-Dec-15,32.755
16-Dec-15,32.755
17-Dec-15,32.999
18-Dec-15,32.909
21-Dec-15,32.91
22-Dec-15,32.86
23-Dec-15,32.825
24-Dec-15,32.8
25-Dec-15,32.79
28-Dec-15,32.747
29-Dec-15,32.83
30-Dec-15,32.995
31-Dec-15,32.835
1-Jan-16,32.835
4-Jan-16,33.125
5-Jan-16,33.191
6-Jan-16,33.275
7-Jan-16,33.26
8-Jan-16,33.349
11-Jan-16,33.309
12-Jan-16,33.394
13-Jan-16,33.375
14-Jan-16,33.432
15-Jan-16,33.499
18-Jan-16,33.625
19-Jan-16,33.628
20-Jan-16,33.735
21-Jan-16,33.625
22-Jan-16,33.475
25-Jan-16,33.529
26-Jan-16,33.551
27-Jan-16,33.605
28-Jan-16,33.58
29-Jan-16,33.493
1-Feb-16,33.39
2-Feb-16,33.48
3-Feb-16,33.33
4-Feb-16,33.08
5-Feb-16,33.325
8-Feb-16,33.42
9-Feb-16,33.245
10-Feb-16,32.935
11-Feb-16,32.945
12-Feb-16,33.006
15-Feb-16,33.11
16-Feb-16,33.227
17-Feb-16,33.305
18-Feb-16,33.265
19-Feb-16,33.252
22-Feb-16,33.209
23-Feb-16,33.27
24-Feb-16,33.285
25-Feb-16,33.265
26-Feb-16,33.297
29-Feb-16,33.26
1-Mar-16,33.023
2-Mar-16,33.095
3-Mar-16,32.866
4-Mar-16,32.505
7-Mar-16,32.626
8-Mar-16,32.797
9-Mar-16,32.813
10-Mar-16,32.895
11-Mar-16,32.665
14-Mar-16,32.672
15-Mar-16,32.791
16-Mar-16,32.485
17-Mar-16,32.31
18-Mar-16,32.341
21-Mar-16,32.375
22-Mar-16,32.339
23-Mar-16,32.51
24-Mar-16,32.594
25-Mar-16,32.523
28-Mar-16,32.632
29-Mar-16,32.386
30-Mar-16,32.156
31-Mar-16,32.207
1-Apr-16,32.286
4-Apr-16,32.391
5-Apr-16,32.479
6-Apr-16,32.41
7-Apr-16,32.445
8-Apr-16,32.435
11-Apr-16,32.373
12-Apr-16,32.327
13-Apr-16,32.387
14-Apr-16,32.425
15-Apr-16,32.315
18-Apr-16,32.315
19-Apr-16,32.172
20-Apr-16,32.24
21-Apr-16,32.306
22-Apr-16,32.395
25-Apr-16,32.366
26-Apr-16,32.311
27-Apr-16,32.339
28-Apr-16,32.211
29-Apr-16,32.291
2-May-16,32.252
3-May-16,32.34
4-May-16,32.381
5-May-16,32.41
6-May-16,32.405
9-May-16,32.587
10-May-16,32.529
11-May-16,32.508
12-May-16,32.61
13-May-16,32.673
16-May-16,32.67
17-May-16,32.595
18-May-16,32.8
19-May-16,32.765
20-May-16,32.703
23-May-16,32.617
24-May-16,32.649
25-May-16,32.576
26-May-16,32.502
27-May-16,32.578
30-May-16,32.625
31-May-16,32.587
1-Jun-16,32.611
2-Jun-16,32.61
3-Jun-16,32.275
4-Jun-16,32.48
6-Jun-16,32.264
7-Jun-16,32.155
8-Jun-16,32.155
